radius_um,wavelength_nm,theta_deg,intensity
10.0,480.0,56.0,4.810908304305692e-05
10.0,480.0,57.0,2.8386369134882816e-05
10.0,480.0,58.0,5.018213360735432e-05
10.0,480.0,59.0,3.935750296843457e-05
10.0,480.0,60.0,2.1567483934987757e-05
10.0,480.0,61.0,4.1515749511711225e-05
10.0,480.0,62.0,2.554928558649456e-05
10.0,480.0,63.0,1.628409725573322e-05
10.0,480.0,64.0,3.0203967577965685e-05
10.0,480.0,65.0,2.2134967244749042e-05
10.0,480.0,66.0,9.453366620456391e-06
10.0,480.0,67.0,2.4634725978935826e-05
10.0,480.0,68.0,1.641836441777547e-05
10.0,480.0,69.0,8.03665920958128e-06
10.0,480.0,70.0,1.6511566844140777e-05
10.0,480.0,71.0,1.2059455199907101e-05
10.0,480.0,72.0,6.234749680004979e-06
10.0,480.0,73.0,1.2260901884721984e-05
10.0,480.0,74.0,9.820600362382754e-06
10.0,480.0,75.0,4.402492513144629e-06
10.0,480.0,76.0,9.656203186235781e-06
10.0,480.0,77.0,5.265341411733586e-06
10.0,480.0,78.0,3.690808630493941e-06
10.0,480.0,79.0,6.034570993097051e-06
10.0,480.0,80.0,2.949043618835636e-06
10.0,480.0,81.0,3.6796545530801656e-06
10.0,480.0,82.0,5.290327844992519e-06
10.0,480.0,83.0,2.9392242538527326e-06
10.0,480.0,84.0,3.1072354864147732e-06
10.0,480.0,85.0,4.659762742293649e-06
10.0,480.0,86.0,2.322224459909866e-06
10.0,480.0,87.0,2.131602977878792e-06
10.0,480.0,88.0,2.1936080416918166e-06
10.0,480.0,89.0,1.8689868558926815e-06
10.0,480.0,90.0,3.532597016426531e-06
10.0,480.0,91.0,2.706755687399385e-06
10.0,480.0,92.0,2.628297819348101e-06
10.0,480.0,93.0,4.107370798036526e-06
10.0,480.0,94.0,2.1155780832316507e-06
10.0,480.0,95.0,1.646892488945065e-06
10.0,480.0,96.0,1.8242788017602577e-06
10.0,480.0,97.0,1.930184688322935e-06
10.0,480.0,98.0,3.4132162527670238e-06
10.0,480.0,99.0,2.2557687503704003e-06
10.0,480.0,100.0,2.5660836361963946e-06
10.0,480.0,101.0,3.6647795732727594e-06
10.0,480.0,102.0,1.6476454395130363e-06
10.0,480.0,103.0,1.8350570834798442e-06
10.0,480.0,104.0,1.9804663746004965e-06
10.0,480.0,105.0,1.939425154390426e-06
10.0,480.0,106.0,3.3110024006643927e-06
10.0,480.0,107.0,1.2734675407877508e-06
10.0,480.0,108.0,2.4824218034697977e-06
10.0,480.0,109.0,2.535426945320974e-06
10.0,480.0,110.0,1.2105233857779596e-06
10.0,480.0,111.0,1.3720298379350304e-06
10.0,480.0,112.0,1.2435052640129235e-06
10.0,480.0,113.0,3.4317446185558603e-06
10.0,480.0,114.0,1.6150961567652805e-06
10.0,480.0,115.0,2.7937613925691947e-06
10.0,480.0,116.0,3.2038548501291567e-06
10.0,480.0,117.0,3.3450917139400324e-06
10.0,480.0,118.0,5.029277605059463e-06
10.0,480.0,119.0,2.6959854286112158e-06
10.0,480.0,120.0,5.158985646067219e-06
10.0,480.0,121.0,3.869275107933376e-06
10.0,480.0,122.0,4.445671298781621e-06
10.0,480.0,123.0,5.255162689091512e-06
10.0,480.0,124.0,1.0694854567302389e-05
10.0,480.0,125.0,9.175688691188292e-06
10.0,480.0,126.0,3.5552868980810333e-06
10.0,480.0,127.0,3.725173260469015e-06
10.0,480.0,128.0,5.765068313092788e-06
10.0,480.0,129.0,7.740114849862272e-06
10.0,480.0,130.0,6.431163519453412e-06
10.0,480.0,131.0,3.4808989853090336e-06
10.0,480.0,132.0,1.9245025614693327e-06
10.0,480.0,133.0,6.823368206664623e-06
10.0,480.0,134.0,3.858891337600425e-06
10.0,480.0,135.0,6.320497395780344e-06
10.0,480.0,136.0,1.3343333654260697e-05
10.0,480.0,137.0,1.7922718299624044e-05
10.0,480.0,138.0,9.613532136621491e-06
10.0,480.0,139.0,4.601149264004286e-05
10.0,480.0,140.0,3.515884652742343e-05
10.0,480.0,141.0,4.1340340097129814e-05
10.0,480.0,142.0,4.761618112137903e-05
10.0,480.0,143.0,4.406821857489422e-05
10.0,480.0,144.0,3.412011230865412e-05
10.0,480.0,145.0,1.7461190565331108e-05
10.0,480.0,146.0,1.5153554705662067e-05
10.0,480.0,147.0,2.4362058740131806e-05
10.0,480.0,148.0,1.60164060639299e-05
10.0,480.0,149.0,1.8818167771244636e-05
10.0,480.0,150.0,3.223294519537262e-05
10.0,480.0,151.0,1.8450699684542724e-05
10.0,480.0,152.0,1.1056809215439505e-05
10.0,480.0,153.0,1.3305076245589856e-05
10.0,480.0,154.0,2.679435578944456e-05
10.0,480.0,155.0,1.3090129548049361e-05
10.0,480.0,156.0,1.0167179275575743e-05
10.0,480.0,157.0,1.2020313747802168e-05
10.0,480.0,158.0,2.2074493034056963e-05
10.0,480.0,159.0,1.2837131846956363e-05
10.0,480.0,160.0,9.980622446171152e-06
10.0,480.0,161.0,8.063143861405668e-06
10.0,480.0,162.0,1.2969769515504795e-05
10.0,480.0,163.0,1.364540710960555e-05
10.0,480.0,164.0,1.3645882861913226e-05
10.0,480.0,165.0,1.321597176371813e-05
10.0,480.0,166.0,1.2927011060116236e-05
10.0,480.0,167.0,2.799689464005949e-06
10.0,480.0,168.0,6.05766899440532e-06
10.0,480.0,169.0,1.0080496886295145e-05
10.0,480.0,170.0,1.5014596321201117e-05
10.0,480.0,171.0,5.828099282032837e-06
10.0,480.0,172.0,1.6534948285562248e-05
10.0,480.0,173.0,2.152932676055722e-05
10.0,480.0,174.0,9.408201519381045e-06
10.0,480.0,175.0,1.3778972401494111e-05
10.0,480.0,176.0,1.6814147225881384e-05
10.0,480.0,177.0,2.1457062360728717e-05
10.0,480.0,178.0,1.510016345531327e-05
10.0,480.0,179.0,3.937552528899728e-05
10.0,480.0,180.0,2.176827884161364e-07
10.0,490.0,0.0,1.0
10.0,490.0,1.0,0.24201254271457057
10.0,490.0,2.0,0.006817511002849783
10.0,490.0,3.0,0.00016782318838703744
10.0,490.0,4.0,0.006191323101226116
10.0,490.0,5.0,0.00017594525666986654
10.0,490.0,6.0,0.0017046826452106335
10.0,490.0,7.0,0.0008726851813066301
10.0,490.0,8.0,0.0014895338614838867
10.0,490.0,9.0,0.0005610985235089651
10.0,490.0,10.0,0.0006966835292942872
10.0,490.0,11.0,0.0010711090813140614
10.0,490.0,12.0,0.0007031470992913382
10.0,490.0,13.0,0.00065850807266767
10.0,490.0,14.0,0.000533143068812671
10.0,490.0,15.0,0.0006944307746675303
10.0,490.0,16.0,0.0007033160903647772
10.0,490.0,17.0,0.0004446978300254777
10.0,490.0,18.0,0.0006656820075186467
10.0,490.0,19.0,0.0002724334819500694
10.0,490.0,20.0,0.0006680412098655753
10.0,490.0,21.0,0.0002517206336991525
10.0,490.0,22.0,0.0006003744263714122
10.0,490.0,23.0,0.00034814787828771316
10.0,490.0,24.0,0.0003428268990065042
10.0,490.0,25.0,0.0004590825152059966
10.0,490.0,26.0,0.00017654739837737825
10.0,490.0,27.0,0.000430635404009296
10.0,490.0,28.0,0.00021726965857970555
10.0,490.0,29.0,0.00025666850524625335
10.0,490.0,30.0,0.000349181758349803
10.0,490.0,31.0,0.00012955277032214218
10.0,490.0,32.0,0.00031417628622822124
10.0,490.0,33.0,0.00022464020472521518
10.0,490.0,34.0,0.00012955904189885975
10.0,490.0,35.0,0.00029353921978690406
10.0,490.0,36.0,0.0001369682466871007
10.0,490.0,37.0,0.0001381426731747629
10.0,490.0,38.0,0.00023471576795159726
10.0,490.0,39.0,8.862256862597856e-05
10.0,490.0,40.0,0.00013028328720047017
10.0,490.0,41.0,0.00017847303577911238
10.0,490.0,42.0,6.246381755604047e-05
10.0,490.0,43.0,0.00011360676643959309
10.0,490.0,44.0,0.0001370961482051573
10.0,490.0,45.0,4.538041511017636e-05
10.0,490.0,46.0,0.00010102811477457065
10.0,490.0,47.0,9.995844808502084e-05
10.0,490.0,48.0,3.553736977328229e-05
10.0,490.0,49.0,8.609374538765196e-05
10.0,490.0,50.0,7.237379714261573e-05
10.0,490.0,51.0,3.0346158680396727e-05
10.0,490.0,52.0,6.544726174196485e-05
10.0,490.0,53.0,5.586238671182532e-05
10.0,490.0,54.0,2.365757524412898e-05
10.0,490.0,55.0,5.5261560938060126e-05
10.0,490.0,56.0,3.549461659544202e-05
10.0,490.0,57.0,2.1932917908707887e-05
10.0,490.0,58.0,4.3302619884062456e-05
10.0,490.0,59.0,2.6686722306510097e-05
10.0,490.0,60.0,1.854637253989905e-05
10.0,490.0,61.0,3.91584735165974e-05
10.0,490.0,62.0,1.776042710784436e-05
10.0,490.0,63.0,1.6489282021067883e-05
10.0,490.0,64.0,3.069670930887349e-05
10.0,490.0,65.0,1.5030062776453554e-05
10.0,490.0,66.0,1.3089873155265999e-05
10.0,490.0,67.0,2.5432396693933077e-05
10.0,490.0,68.0,8.753796177276721e-06
10.0,490.0,69.0,1.0744090939744527e-05
10.0,490.0,70.0,1.5589901748930364e-05
10.0,490.0,71.0,6.395353908251222e-06
10.0,490.0,72.0,8.011216351990805e-06
10.0,490.0,73.0,1.2095545732726066e-05
10.0,490.0,74.0,5.291163304737695e-06
10.0,490.0,75.0,1.0169554824549997e-05
10.0,490.0,76.0,9.07837095399771e-06
10.0,490.0,77.0,5.710194693091707e-06
10.0,490.0,78.0,9.60397646534344e-06
10.0,490.0,79.0,4.528789020938534e-06
10.0,490.0,80.0,3.7338121368043587e-06
10.0,490.0,81.0,5.784223384743275e-06
10.0,490.0,82.0,2.8576725796362826e-06
10.0,490.0,83.0,2.20416251003022e-06
10.0,490.0,84.0,4.320830477350801e-06
10.0,490.0,85.0,3.913876655444417e-06
10.0,490.0,86.0,3.551066686923471e-06
10.0,490.0,87.0,3.6546213532279632e-06
10.0,490.0,88.0,4.147591659211109e-06
10.0,490.0,89.0,3.891108307066167e-06
10.0,490.0,90.0,2.0076357384364285e-06
10.0,490.0,91.0,2.386111269434482e-06
10.0,490.0,92.0,3.36674326642855e-06
10.0,490.0,93.0,3.1909226085016926e-06
10.0,490.0,94.0,2.408028002299387e-06
10.0,490.0,95.0,3.402874757371377e-06
10.0,490.0,96.0,4.150264074957672e-06
10.0,490.0,97.0,1.653216342954979e-06
10.0,490.0,98.0,2.327735039360299e-06
10.0,490.0,99.0,2.424530097125956e-06
10.0,490.0,100.0,3.263685906636173e-06
10.0,490.0,101.0,2.985712035064515e-06
10.0,490.0,102.0,2.053255448601099e-06
10.0,490.0,103.0,3.869041198861509e-06
10.0,490.0,104.0,1.7025988009725074e-06
10.0,490.0,105.0,1.515590654103963e-06
10.0,490.0,106.0,2.44748040679531e-06
10.0,490.0,107.0,2.4280300167281162e-06
10.0,490.0,108.0,3.5431036017347446e-06
10.0,490.0,109.0,1.1411671192963963e-06
10.0,490.0,110.0,1.986782174307323e-06
10.0,490.0,111.0,7.991580541429239e-07
10.0,490.0,112.0,1.7953294225971157e-06
10.0,490.0,113.0,2.2721384173805102e-06
10.0,490.0,114.0,2.4317731273797534e-06
10.0,490.0,115.0,3.7632347482286236e-06
10.0,490.0,116.0,1.0197050858796512e-06
10.0,490.0,117.0,4.311328647751772e-06
10.0,490.0,118.0,3.1250024960941565e-06
10.0,490.0,119.0,5.111954035136206e-06
10.0,490.0,120.0,4.721729949652147e-06
10.0,490.0,121.0,2.584823800239577e-06
10.0,490.0,122.0,2.355973419521291e-06
10.0,490.0,123.0,6.845455516674247e-06
10.0,490.0,124.0,1.0277904946844421e-05
10.0,490.0,125.0,5.335321931592423e-06
10.0,490.0,126.0,6.411302585386152e-06
10.0,490.0,127.0,3.036268678546032e-06
10.0,490.0,128.0,3.5106396308465974e-06
10.0,490.0,129.0,4.682041063624402e-06
10.0,490.0,130.0,1.0270586636536242e-05
10.0,490.0,131.0,9.793734155612143e-07
10.0,490.0,132.0,2.6410263397182455e-06
10.0,490.0,133.0,4.4506758865038715e-06
10.0,490.0,134.0,3.5506995089476034e-06
10.0,490.0,135.0,8.026150781798403e-06
10.0,490.0,136.0,7.730692159834475e-06
10.0,490.0,137.0,1.1163063376387158e-05
10.0,490.0,138.0,1.3951399500538454e-05
10.0,490.0,139.0,3.519087841963973e-05
10.0,490.0,140.0,2.778626723424672e-05
10.0,490.0,141.0,3.430486433131721e-05
10.0,490.0,142.0,5.6449022234939524e-05
10.0,490.0,143.0,2.8740302450259356e-05
10.0,490.0,144.0,3.232454657725364e-05
10.0,490.0,145.0,2.414836461885531e-05
10.0,490.0,146.0,9.045399682886723e-06
10.0,490.0,147.0,1.190148206203598e-05
10.0,490.0,148.0,1.802814668207866e-05
10.0,490.0,149.0,1.8644786800317142e-05
10.0,490.0,150.0,2.383043972044774e-05
10.0,490.0,151.0,1.771394715172133e-05
10.0,490.0,152.0,1.4823483095653182e-05
10.0,490.0,153.0,7.463866943062916e-06
10.0,490.0,154.0,1.8569901030000432e-05
10.0,490.0,155.0,1.768252545483439e-05
10.0,490.0,156.0,1.6557109329119506e-05
10.0,490.0,157.0,6.137638185811545e-06
10.0,490.0,158.0,1.107197441291716e-05
10.0,490.0,159.0,1.8697398642796237e-05
10.0,490.0,160.0,1.8793670744847286e-05
10.0,490.0,161.0,6.09545514575703e-06
10.0,490.0,162.0,1.2048693644479939e-05
10.0,490.0,163.0,1.0079628673160552e-05
10.0,490.0,164.0,1.2626202446273249e-05
10.0,490.0,165.0,5.4564782588598095e-06
10.0,490.0,166.0,2.8264134305870887e-05
10.0,490.0,167.0,1.1514542770305856e-05
10.0,490.0,168.0,5.810634738087802e-06
10.0,490.0,169.0,1.1606470936779899e-05
10.0,490.0,170.0,1.314761086093292e-05
10.0,490.0,171.0,4.583149880256391e-06
10.0,490.0,172.0,1.8324879458995918e-06
10.0,490.0,173.0,2.5779216763093215e-05
10.0,490.0,174.0,1.1328277545210871e-05
10.0,490.0,175.0,1.0284152970522029e-05
10.0,490.0,176.0,2.421988283998687e-05
10.0,490.0,177.0,2.9155484213288776e-05
10.0,490.0,178.0,3.894150037029388e-05
10.0,490.0,179.0,3.534772758906047e-05
10.0,490.0,180.0,0.00015129691622525247
10.0,500.0,0.0,1.0
10.0,500.0,1.0,0.23480228901069045
10.0,500.0,2.0,0.015996567635004788
10.0,500.0,3.0,0.002327765802759315
10.0,500.0,4.0,0.003608066021489436
10.0,500.0,5.0,0.002544683355158661
10.0,500.0,6.0,0.0005528837646523088
10.0,500.0,7.0,0.0025420499213195356
10.0,500.0,8.0,6.481920432416043e-05
10.0,500.0,9.0,0.001529530931436333
10.0,500.0,10.0,0.0007350893486116918
10.0,500.0,11.0,0.0013312909205593572
10.0,500.0,12.0,0.00047752274824114637
10.0,500.0,13.0,0.0008390919076734739
10.0,500.0,14.0,0.0007252361461139012
10.0,500.0,15.0,0.0009915007611745227
10.0,500.0,16.0,0.0004719743198458743
10.0,500.0,17.0,0.0007725631789448007
10.0,500.0,18.0,0.0003343266437189501
10.0,500.0,19.0,0.0008381796014966398
10.0,500.0,20.0,0.00031061198048568534
10.0,500.0,21.0,0.0008083319742488132
10.0,500.0,22.0,0.00032047769647392557
10.0,500.0,23.0,0.0005268345984466682
10.0,500.0,24.0,0.000403590399196486
10.0,500.0,25.0,0.00029374682411440313
10.0,500.0,26.0,0.0005608048009202409
10.0,500.0,27.0,0.0001799183214754405
10.0,500.0,28.0,0.0005191398984376738
10.0,500.0,29.0,0.0003022179399581798
10.0,500.0,30.0,0.00023701130810226513
10.0,500.0,31.0,0.0004337841603857289
10.0,500.0,32.0,0.00011643268832686386
10.0,500.0,33.0,0.00030912270958897693
10.0,500.0,34.0,0.00025357476717185594
10.0,500.0,35.0,0.00011057345126350931
10.0,500.0,36.0,0.00032212339762722504
10.0,500.0,37.0,0.0001442719301739759
10.0,500.0,38.0,0.00015544595735420027
10.0,500.0,39.0,0.00027610705474122023
10.0,500.0,40.0,9.318024392571417e-05
10.0,500.0,41.0,0.00016742126990781903
10.0,500.0,42.0,0.0001959321765427481
10.0,500.0,43.0,6.879995012679132e-05
10.0,500.0,44.0,0.00014956984218369475
10.0,500.0,45.0,0.00011743803507771718
10.0,500.0,46.0,5.9744968923455855e-05
10.0,500.0,47.0,0.00011536102216718663
10.0,500.0,48.0,6.535746773384182e-05
10.0,500.0,49.0,5.738852239755022e-05
10.0,500.0,50.0,8.144350782116618e-05
10.0,500.0,51.0,3.70115866690506e-05
10.0,500.0,52.0,5.305902947435287e-05
10.0,500.0,53.0,6.420060924206545e-05
10.0,500.0,54.0,2.0962443534501773e-05
10.0,500.0,55.0,5.3363050347748754e-05
10.0,500.0,56.0,4.5348972587385926e-05
10.0,500.0,57.0,1.6862760726932103e-05
10.0,500.0,58.0,4.796375046438139e-05
10.0,500.0,59.0,3.354976302832675e-05
10.0,500.0,60.0,1.746571774907202e-05
10.0,500.0,61.0,3.7822826680882275e-05
10.0,500.0,62.0,2.1509661257117066e-05
10.0,500.0,63.0,1.7670356046739616e-05
10.0,500.0,64.0,2.957946227678502e-05
10.0,500.0,65.0,1.1719351719813109e-05
10.0,500.0,66.0,2.0888142007134693e-05
10.0,500.0,67.0,2.157734951806623e-05
10.0,500.0,68.0,6.637018572107187e-06
10.0,500.0,69.0,1.9782299866212666e-05
10.0,500.0,70.0,1.6004357550819543e-05
10.0,500.0,71.0,5.3885183431825935e-06
10.0,500.0,72.0,1.8513815609351724e-05
10.0,500.0,73.0,1.1699247620118735e-05
10.0,500.0,74.0,7.11793124638034e-06
10.0,500.0,75.0,1.3559135810144135e-05
10.0,500.0,76.0,4.673253785223504e-06
10.0,500.0,77.0,8.753063936660558e-06
10.0,500.0,78.0,6.023394098581739e-06
10.0,500.0,79.0,2.5743051072192185e-06
10.0,500.0,80.0,8.139697394202921e-06
10.0,500.0,81.0,4.149220687727223e-06
10.0,500.0,82.0,2.869827257566703e-06
10.0,500.0,83.0,8.506965399279042e-06
10.0,500.0,84.0,3.6445427587324187e-06
10.0,500.0,85.0,4.10862659096561e-06
10.0,500.0,86.0,5.048660263552125e-06
10.0,500.0,87.0,1.9565929841436767e-06
10.0,500.0,88.0,4.4662568832158065e-06
10.0,500.0,89.0,1.2607200016235095e-06
10.0,500.0,90.0,4.3094889234632226e-06
10.0,500.0,91.0,5.557707473056924e-06
10.0,500.0,92.0,1.9903080085191982e-06
10.0,500.0,93.0,5.33387328747042e-06
10.0,500.0,94.0,3.000499158577943e-06
10.0,500.0,95.0,1.8160037327001134e-06
10.0,500.0,96.0,1.923249282455033e-06
10.0,500.0,97.0,1.846415816479924e-06
10.0,500.0,98.0,4.162681634836933e-06
10.0,500.0,99.0,2.597745542217677e-06
10.0,500.0,100.0,4.015895716481126e-06
10.0,500.0,101.0,4.718969763940581e-06
10.0,500.0,102.0,1.3345055302141857e-06
10.0,500.0,103.0,2.157223327371384e-06
10.0,500.0,104.0,1.8273799473130192e-06
10.0,500.0,105.0,3.5953798597467597e-06
10.0,500.0,106.0,3.5833424111539667e-06
10.0,500.0,107.0,3.781908175637492e-06
10.0,500.0,108.0,5.553561212847216e-06
10.0,500.0,109.0,1.7024918377112321e-06
10.0,500.0,110.0,1.2882523743534853e-06
10.0,500.0,111.0,2.0097637713918783e-06
10.0,500.0,112.0,2.3752737508351074e-06
10.0,500.0,113.0,1.926666324237256e-06
10.0,500.0,114.0,1.7402917184930705e-06
10.0,500.0,115.0,3.3016182037613534e-06
10.0,500.0,116.0,1.896867570139838e-06
10.0,500.0,117.0,3.805696833874189e-06
10.0,500.0,118.0,5.658746998561039e-06
10.0,500.0,119.0,8.970668843588425e-06
10.0,500.0,120.0,5.4451436787453365e-06
10.0,500.0,121.0,3.5437021156790055e-06
10.0,500.0,122.0,5.2381272132967896e-06
10.0,500.0,123.0,5.499604879340958e-06
10.0,500.0,124.0,5.379406992663256e-06
10.0,500.0,125.0,8.68664677212942e-06
10.0,500.0,126.0,9.53146342696614e-06
10.0,500.0,127.0,1.5760052696993582e-06
10.0,500.0,128.0,2.4095497024669875e-06
10.0,500.0,129.0,5.361218558812495e-06
10.0,500.0,130.0,5.198761379505938e-06
10.0,500.0,131.0,3.1101981189043572e-06
10.0,500.0,132.0,8.754930165594852e-06
10.0,500.0,133.0,3.3363976505137476e-06
10.0,500.0,134.0,3.319227126758795e-06
10.0,500.0,135.0,1.4128109965885469e-05
10.0,500.0,136.0,6.587605137099856e-06
10.0,500.0,137.0,2.0851658535450235e-05
10.0,500.0,138.0,1.473638812267473e-05
10.0,500.0,139.0,2.8388095431045146e-05
10.0,500.0,140.0,3.358648409967183e-05
10.0,500.0,141.0,2.8425124734809016e-05
10.0,500.0,142.0,4.903354556864888e-05
10.0,500.0,143.0,3.060734772273179e-05
10.0,500.0,144.0,2.836073813988649e-05
10.0,500.0,145.0,2.9439485781870696e-05
10.0,500.0,146.0,1.2941522977074822e-05
10.0,500.0,147.0,1.2156673282879268e-05
10.0,500.0,148.0,1.678558520357789e-05
10.0,500.0,149.0,2.332292661729684e-05
10.0,500.0,150.0,1.7456456396882123e-05
10.0,500.0,151.0,2.4175219669472606e-05
10.0,500.0,152.0,2.2059769942912225e-05
10.0,500.0,153.0,1.4299961189382191e-05
10.0,500.0,154.0,1.011699917720877e-05
10.0,500.0,155.0,1.8722403167117548e-05
10.0,500.0,156.0,2.6344686172661426e-05
10.0,500.0,157.0,1.623824056401474e-05
10.0,500.0,158.0,6.670837111436367e-06
10.0,500.0,159.0,1.2842121855012864e-05
10.0,500.0,160.0,2.3491345760191216e-05
10.0,500.0,161.0,1.9362163819505692e-05
10.0,500.0,162.0,1.035166554419797e-05
10.0,500.0,163.0,1.4186178023423898e-05
10.0,500.0,164.0,9.955763591156067e-06
10.0,500.0,165.0,1.0298768850054052e-05
10.0,500.0,166.0,1.303036805285053e-05
10.0,500.0,167.0,2.6160639788519164e-05
10.0,500.0,168.0,1.319025339388646e-05
10.0,500.0,169.0,1.3806416217782897e-05
10.0,500.0,170.0,1.77901631431456e-05
10.0,500.0,171.0,1.1119791842862039e-05
10.0,500.0,172.0,4.6692251159368666e-06
10.0,500.0,173.0,8.583078341920473e-06
10.0,500.0,174.0,2.0569564828533963e-05
10.0,500.0,175.0,4.195854463257699e-06
10.0,500.0,176.0,8.910984017466637e-06
10.0,500.0,177.0,3.952927628253894e-05
10.0,500.0,178.0,1.9221075388273838e-05
10.0,500.0,179.0,5.200144670182582e-05
10.0,500.0,180.0,6.633903981211888e-05
10.0,510.0,0.0,1.0
10.0,510.0,1.0,0.2527029633275478
10.0,510.0,2.0,0.012005310353679275
10.0,510.0,3.0,0.005291551515535088
10.0,510.0,4.0,0.0014245387025515757
10.0,510.0,5.0,0.0037929805969197494
10.0,510.0,6.0,0.0013485043412103629
10.0,510.0,7.0,0.0004791552517694438
10.0,510.0,8.0,0.001926179771231418
10.0,510.0,9.0,0.0005017432458030642
10.0,510.0,10.0,0.0017822641640123725
10.0,510.0,11.0,0.000186352417836201
10.0,510.0,12.0,0.0012318906669122258
10.0,510.0,13.0,0.0005171867606552075
10.0,510.0,14.0,0.0012981888181356493
10.0,510.0,15.0,0.0003553825682196766
10.0,510.0,16.0,0.0009027780563233473
10.0,510.0,17.0,0.00032207398212343144
10.0,510.0,18.0,0.0009891297187554723
10.0,510.0,19.0,0.0003226170801529014
10.0,510.0,20.0,0.0008823279624380232
10.0,510.0,21.0,0.00028614661300461737
10.0,510.0,22.0,0.0006496140079934734
10.0,510.0,23.0,0.0003570625400385222
10.0,510.0,24.0,0.00043520344319682467
10.0,510.0,25.0,0.0005502178950692571
10.0,510.0,26.0,0.00023369111512348137
10.0,510.0,27.0,0.0005964163414990155
10.0,510.0,28.0,0.00018912966941971436
10.0,510.0,29.0,0.0004226390043051669
10.0,510.0,30.0,0.0003143398209777849
10.0,510.0,31.0,0.00018544756732680157
10.0,510.0,32.0,0.00041098922648521215
10.0,510.0,33.0,0.00012375128968538857
10.0,510.0,34.0,0.0003036037830400714
10.0,510.0,35.0,0.00025053728815571257
10.0,510.0,36.0,0.00012113836118531042
10.0,510.0,37.0,0.00030991250313861787
10.0,510.0,38.0,0.00012349198338516018
10.0,510.0,39.0,0.00017076573995994645
10.0,510.0,40.0,0.0002253114502716987
10.0,510.0,41.0,7.744703964287047e-05
10.0,510.0,42.0,0.0001878717806348097
10.0,510.0,43.0,0.0001313923281615157
10.0,510.0,44.0,7.878328228996999e-05
10.0,510.0,45.0,0.00015773493838539142
10.0,510.0,46.0,7.30763917022029e-05
10.0,510.0,47.0,8.818900754300568e-05
10.0,510.0,48.0,0.00011065324072943114
10.0,510.0,49.0,4.520687808614809e-05
10.0,510.0,50.0,8.327278155131871e-05
10.0,510.0,51.0,7.05780449618616e-05
10.0,510.0,52.0,3.469629781985348e-05
10.0,510.0,53.0,7.143053675445542e-05
10.0,510.0,54.0,3.7306670980063284e-05
10.0,510.0,55.0,3.461738300643415e-05
10.0,510.0,56.0,5.574225582447951e-05
10.0,510.0,57.0,1.8806631712491696e-05
10.0,510.0,58.0,4.033761733457925e-05
10.0,510.0,59.0,3.3390431146324524e-05
10.0,510.0,60.0,1.4289636561179763e-05
10.0,510.0,61.0,3.5230283640672506e-05
10.0,510.0,62.0,2.0967213997454232e-05
10.0,510.0,63.0,1.3511425357726072e-05
10.0,510.0,64.0,3.1224994170958676e-05
10.0,510.0,65.0,9.076119353725002e-06
10.0,510.0,66.0,1.681708611061557e-05
10.0,510.0,67.0,1.8995301720977775e-05
10.0,510.0,68.0,7.192395447383305e-06
10.0,510.0,69.0,1.7764515754241904e-05
10.0,510.0,70.0,1.2306458756474564e-05
10.0,510.0,71.0,8.950003846509465e-06
10.0,510.0,72.0,1.8971186215725726e-05
10.0,510.0,73.0,5.485282181499169e-06
10.0,510.0,74.0,1.2583192137721804e-05
10.0,510.0,75.0,1.1468831504333895e-05
10.0,510.0,76.0,4.132674711098961e-06
10.0,510.0,77.0,9.596215990991556e-06
10.0,510.0,78.0,6.590404001871671e-06
10.0,510.0,79.0,5.032697314610259e-06
10.0,510.0,80.0,7.5250420938943356e-06
10.0,510.0,81.0,3.879478291550171e-06
10.0,510.0,82.0,8.956789221063568e-06
10.0,510.0,83.0,5.0149555817360885e-06
10.0,510.0,84.0,4.930508186246468e-06
10.0,510.0,85.0,8.629243184228116e-06
10.0,510.0,86.0,2.811133267364098e-06
10.0,510.0,87.0,4.208029851244089e-06
10.0,510.0,88.0,3.831856491202309e-06
10.0,510.0,89.0,3.825968377627729e-06
10.0,510.0,90.0,2.8614183235302146e-06
10.0,510.0,91.0,2.436740380341735e-06
10.0,510.0,92.0,5.542979884465248e-06
10.0,510.0,93.0,2.168421309239133e-06
10.0,510.0,94.0,2.269586383455382e-06
10.0,510.0,95.0,3.43621094844419e-06
10.0,510.0,96.0,2.4443203356339006e-06
10.0,510.0,97.0,1.425132447912556e-06
10.0,510.0,98.0,1.8093175713422922e-06
10.0,510.0,99.0,3.83556970633126e-06
10.0,510.0,100.0,1.8377556025807632e-06
10.0,510.0,101.0,2.063310794097408e-06
10.0,510.0,102.0,3.6787113542565963e-06
10.0,510.0,103.0,2.306752086012936e-06
10.0,510.0,104.0,1.9682522271898166e-06
10.0,510.0,105.0,2.103443415620271e-06
10.0,510.0,106.0,4.228879146654752e-06
10.0,510.0,107.0,2.893630851970105e-06
10.0,510.0,108.0,4.292882111588362e-06
10.0,510.0,109.0,5.6216899606292065e-06
10.0,510.0,110.0,3.505073618149818e-06
10.0,510.0,111.0,3.066313076639843e-06
10.0,510.0,112.0,1.8235879834331836e-06
10.0,510.0,113.0,2.3768873955617554e-06
10.0,510.0,114.0,1.4604233907750618e-06
10.0,510.0,115.0,2.7894384026326655e-06
10.0,510.0,116.0,2.7425027345474852e-06
10.0,510.0,117.0,2.246858781432628e-06
