alpha_deg,red_650nm,green_550nm,blue_450nm,white_sum
84.65,0.0498966,0.0358159,0.130167,0.21588
84.7,0.0443805,0.0275633,0.117593,0.189537
84.75,0.0431318,0.0259217,0.111751,0.180805
84.8,0.0442893,0.0317002,0.111859,0.187848
84.85,0.044948,0.0435828,0.119156,0.207687
84.9,0.0428067,0.0589164,0.136184,0.237907
84.95,0.0375573,0.0747999,0.163701,0.276058
85,0.0312342,0.0888478,0.19798,0.318062
85.05,0.0272683,0.0994478,0.230936,0.357652
85.1,0.0286948,0.105695,0.253297,0.387687
85.15,0.0364634,0.107238,0.258762,0.402463
85.2,0.0487809,0.104133,0.246476,0.39939
85.25,0.0618722,0.0967191,0.220427,0.379018
85.3,0.0717753,0.0855873,0.186661,0.344024
85.35,0.076212,0.0717394,0.150821,0.298773
85.4,0.0755419,0.0568603,0.117867,0.25027
85.45,0.0723154,0.0433754,0.0933688,0.20906
85.5,0.0697144,0.0339468,0.0837065,0.187368
85.55,0.0697551,0.0304359,0.0933917,0.193583
85.6,0.0722216,0.032915,0.121064,0.226201
85.65,0.0748554,0.0395173,0.158209,0.272581
85.7,0.0746317,0.0474565,0.193012,0.3151
85.75,0.0693935,0.0546667,0.217045,0.341106
85.8,0.0589836,0.0609208,0.229285,0.349189
85.85,0.0453488,0.067549,0.234031,0.346929
85.9,0.031655,0.0759141,0.234962,0.342531
85.95,0.020937,0.0858072,0.231157,0.337901
86,0.0149615,0.0950607,0.218744,0.328767
86.05,0.0137839,0.100758,0.196122,0.310663
86.1,0.016083,0.101143,0.167235,0.28446
86.15,0.0199956,0.0967544,0.139655,0.256405
86.2,0.0240077,0.0898899,0.119509,0.233406
86.25,0.0275197,0.0828378,0.108222,0.218579
86.3,0.0309075,0.0762819,0.103938,0.211127
86.35,0.0351281,0.069125,0.105708,0.209961
86.4,0.041072,0.0598374,0.115993,0.216902
86.45,0.04894,0.0482387,0.138753,0.235932
86.5,0.0578991,0.0363188,0.174546,0.268764
86.55,0.0661859,0.0274793,0.216887,0.310552
86.6,0.0716691,0.024761,0.253351,0.349781
86.65,0.0726872,0.0292827,0.271329,0.373299
86.7,0.0688188,0.0398279,0.264694,0.37334
86.75,0.0612011,0.0536213,0.236726,0.351548
86.8,0.0521738,0.0675979,0.197345,0.317117
86.85,0.0443307,0.0793768,0.15704,0.280748
86.9,0.039394,0.0875955,0.122386,0.249376
86.95,0.0374747,0.0917633,0.09626,0.225498
87,0.037142,0.091958,0.0812072,0.210307
87.05,0.0363175,0.088553,0.081342,0.206212
87.1,0.0335492,0.0820066,0.0998819,0.215438
87.15,0.0289734,0.0727545,0.134463,0.236191
87.2,0.0243972,0.0613253,0.175492,0.261215
87.25,0.0224042,0.0486994,0.2104,0.281504
87.3,0.0249394,0.0366569,0.230863,0.292459
87.35,0.0321478,0.0276634,0.236829,0.296641
87.4,0.042135,0.0240501,0.233994,0.300179
87.45,0.0518168,0.0268148,0.227474,0.306106
87.5,0.0584175,0.0348528,0.217704,0.310975
87.55,0.0608032,0.0453217,0.201888,0.308013
87.6,0.0599237,0.0550914,0.17873,0.293746
87.65,0.0581248,0.0623781,0.151411,0.271914
87.7,0.0577233,0.0674201,0.126131,0.251274
87.75,0.0596345,0.0717176,0.108197,0.239549
87.8,0.0628021,0.0764425,0.0996467,0.238891
87.85,0.0647285,0.0812632,0.100267,0.246259
87.9,0.0628043,0.0844862,0.11018,0.257471
87.95,0.0557188,0.0843469,0.130709,0.270775
88,0.0442215,0.0803746,0.162198,0.286794
88.05,0.0308709,0.0737427,0.200715,0.305329
88.1,0.0189389,0.0663887,0.237042,0.32237
88.15,0.0110472,0.0596944,0.259764,0.330505
88.2,0.00819564,0.0538154,0.260874,0.322885
88.25,0.00959602,0.0481341,0.240007,0.297737
88.3,0.0133008,0.0423449,0.204166,0.259812
88.35,0.0172512,0.0371948,0.163338,0.217784
88.4,0.0202179,0.0342637,0.125655,0.180136
88.45,0.0222181,0.0350068,0.0958092,0.153034
88.5,0.0242773,0.0398489,0.0770216,0.141148
88.55,0.0277062,0.0479782,0.0731484,0.148833
88.6,0.0332628,0.0578403,0.0874721,0.178575
88.65,0.040591,0.0678022,0.118639,0.227032
88.7,0.0481888,0.0764769,0.158143,0.282808
88.75,0.0539254,0.0826594,0.193231,0.329816
88.8,0.0558934,0.0852314,0.214038,0.355163
88.85,0.0532299,0.0833545,0.219184,0.355769
88.9,0.0465454,0.0768826,0.214852,0.33828
88.95,0.0377451,0.0666185,0.208222,0.312585
89,0.0292958,0.0541377,0.201313,0.284746
89.05,0.0232424,0.0413004,0.190673,0.255216
89.1,0.0204183,0.0298447,0.172593,0.222857
89.15,0.0202239,0.0213132,0.148358,0.189895
89.2,0.0210871,0.0171481,0.124446,0.162681
89.25,0.0213861,0.0185511,0.107811,0.147748
89.3,0.0203686,0.0259336,0.101057,0.14736
89.35,0.0185894,0.038302,0.102056,0.158948
89.4,0.0176255,0.0531972,0.107915,0.178738
89.45,0.0192071,0.0675037,0.11896,0.205671
89.5,0.0242174,0.078735,0.138445,0.241397
89.55,0.0321006,0.0859258,0.167914,0.28594
89.6,0.0410039,0.0894898,0.202484,0.332978
89.65,0.0485939,0.0902093,0.230836,0.36964
89.7,0.0531193,0.0882491,0.240859,0.382227
89.75,0.0541619,0.0830622,0.226979,0.364203
89.8,0.0526822,0.0742815,0.193552,0.320516
89.85,0.0503525,0.0628012,0.151835,0.264989
89.9,0.0485553,0.0510244,0.113321,0.212901
89.95,0.0476027,0.0419138,0.0849068,0.174423
90,0.0466064,0.0374727,0.0690271,0.153106
90.05,0.0440672,0.0377802,0.066865,0.148712
90.1,0.0388542,0.0412802,0.0800065,0.160141
90.15,0.0310322,0.0460512,0.108206,0.185289
90.2,0.0220699,0.0510683,0.145792,0.21893
90.25,0.0142967,0.0565751,0.181487,0.252358
90.3,0.00987761,0.0634459,0.2034,0.276724
90.35,0.00983344,0.0721735,0.205733,0.28774
90.4,0.0136155,0.0822636,0.19161,0.287489
90.45,0.0194491,0.092339,0.169802,0.28159
90.5,0.0252595,0.100673,0.148516,0.274448
90.55,0.0296861,0.105679,0.131531,0.266896
90.6,0.0326496,0.106163,0.119022,0.257835
90.65,0.0351773,0.101476,0.110728,0.247381
90.7,0.0385924,0.09176,0.10751,0.237862
90.75,0.0435211,0.0781734,0.109984,0.231679
90.8,0.0492784,0.0627785,0.11652,0.228577
90.85,0.0539998,0.0479387,0.123561,0.225499
90.9,0.0554878,0.0355318,0.128484,0.219503
90.95,0.0523472,0.0265732,0.132144,0.211064
91,0.0448096,0.0215762,0.13821,0.204596
91.05,0.0347878,0.0213087,0.149427,0.205523
91.1,0.0250983,0.0271248,0.164064,0.216288
91.15,0.0182278,0.0402841,0.175903,0.234415
91.2,0.0152698,0.0605306,0.178058,0.253858
91.25,0.0155773,0.0849994,0.167543,0.26812
91.3,0.0173065,0.108518,0.14691,0.272735
91.35,0.0185563,0.125454,0.12207,0.26608
91.4,0.018494,0.132107,0.0988375,0.249439
91.45,0.0178655,0.128161,0.0814838,0.227511
91.5,0.0186125,0.116329,0.0738395,0.208781
91.55,0.0227921,0.100556,0.0802633,0.203612
91.6,0.0313632,0.0840883,0.103621,0.219073
91.65,0.0434691,0.068596,0.140995,0.25306
91.7,0.0565966,0.0546612,0.181471,0.292729
91.75,0.0675458,0.0428835,0.209779,0.320208
91.8,0.0737435,0.0345725,0.2145,0.322816
91.85,0.0742789,0.0314863,0.194791,0.300556
91.9,0.0701833,0.0348936,0.160118,0.265195
91.95,0.0638487,0.044698,0.123432,0.231979
92,0.0578822,0.0592079,0.0938563,0.210946
92.05,0.0539407,0.0756319,0.0747501,0.204323
92.1,0.0520805,0.0909741,0.0671744,0.210229
92.15,0.0509088,0.102931,0.0733717,0.227212
92.2,0.0484528,0.110511,0.0954714,0.254435
92.25,0.0433372,0.114202,0.130534,0.288073
92.3,0.0357136,0.115562,0.16793,0.319206
92.35,0.0274773,0.116244,0.193553,0.337275
92.4,0.0216161,0.116843,0.19869,0.337149
92.45,0.0209309,0.116223,0.186161,0.323315
92.5,0.0266888,0.111969,0.167932,0.306589
92.55,0.0378575,0.101903,0.15574,0.295501
92.6,0.0513522,0.0858342,0.152532,0.289719
92.65,0.0632699,0.0663084,0.151842,0.28142
92.7,0.070588,0.0477106,0.145181,0.26348
92.75,0.0725148,0.0342,0.130427,0.237141
92.8,0.0707823,0.0278544,0.113645,0.212282
92.85,0.0686612,0.0282762,0.103215,0.200152
92.9,0.0691398,0.03379,0.102484,0.205414
92.95,0.0731897,0.0431272,0.108361,0.224678
93,0.0790647,0.056142,0.116974,0.252181
93.05,0.0830778,0.0729641,0.129934,0.285976
93.1,0.0815168,0.092366,0.153604,0.327487
93.15,0.0727094,0.110867,0.190855,0.374432
93.2,0.0581146,0.123578,0.233201,0.414893
93.25,0.0418054,0.126408,0.262241,0.430455
93.3,0.0285772,0.118161,0.261077,0.407815
93.35,0.0216795,0.101075,0.226568,0.349322
93.4,0.0213945,0.0795495,0.171787,0.272731
93.45,0.0252217,0.0580488,0.116768,0.200039
93.5,0.0295304,0.0396285,0.0761426,0.145301
93.55,0.0317232,0.0258145,0.0541987,0.111736
93.6,0.0316796,0.0174091,0.0496631,0.0987518
93.65,0.0316808,0.015176,0.0627289,0.109586
93.7,0.0348989,0.019689,0.0956187,0.150207
93.75,0.0433458,0.0305387,0.14608,0.219964
93.8,0.0564616,0.0457333,0.201789,0.303984
93.85,0.0711244,0.0619858,0.24352,0.376631
93.9,0.0830444,0.0758422,0.256214,0.4151
93.95,0.0887421,0.084947,0.238747,0.412436
94,0.0870446,0.0886774,0.203789,0.379511
94.05,0.0793688,0.0878906,0.167944,0.335204
94.1,0.0687711,0.0841228,0.140908,0.293802
94.15,0.0583882,0.0788063,0.122444,0.259639
94.2,0.0501314,0.0728693,0.108186,0.231187
94.25,0.0442359,0.0667367,0.097189,0.208162
94.3,0.0397292,0.0605563,0.093518,0.193804
94.35,0.0354014,0.0544904,0.10091,0.190802
94.4,0.0306856,0.0489552,0.11687,0.196511
94.45,0.0260274,0.0446852,0.133163,0.203876
94.5,0.0226613,0.0424981,0.142968,0.208127
94.55,0.0220063,0.0428122,0.147644,0.212463
94.6,0.0249983,0.0452436,0.155652,0.225894
94.65,0.0316217,0.0487158,0.173611,0.253949
94.7,0.0407759,0.0522034,0.197722,0.290701
94.75,0.0505081,0.0556404,0.214327,0.320475
94.8,0.0585722,0.0601626,0.210042,0.328777
94.85,0.0631837,0.0671947,0.182524,0.312903
94.9,0.063723,0.0768201,0.142094,0.282637
94.95,0.0610554,0.0866844,0.10328,0.25102
95,0.0572088,0.0925754,0.0750146,0.224799
95.05,0.0544139,0.090671,0.0587299,0.203815
95.1,0.0538986,0.0800596,0.0544505,0.188409
95.15,0.0550776,0.0636668,0.066107,0.184851
95.2,0.0556988,0.0467289,0.0984511,0.200879
95.25,0.0530287,0.0337781,0.148036,0.234842
95.3,0.0455312,0.0263204,0.198646,0.270497
95.35,0.0340862,0.0229408,0.228277,0.285304
95.4,0.0219336,0.0216874,0.223228,0.266849
95.45,0.0132049,0.0227237,0.187171,0.2231
95.5,0.010771,0.0289224,0.137425,0.177119
95.55,0.0146368,0.0436488,0.0925288,0.150814
95.6,0.0219018,0.0672732,0.0625659,0.151741
95.65,0.0284215,0.0951448,0.0493255,0.172892
95.7,0.0312576,0.11886,0.0527093,0.202827
95.75,0.0304518,0.130299,0.0741733,0.234924
95.8,0.0289808,0.125869,0.112838,0.267687
95.85,0.0308246,0.10818,0.159342,0.298346
95.9,0.0382547,0.0841915,0.196162,0.318609
95.95,0.0500061,0.061226,0.206995,0.318227
96,0.0615325,0.0435511,0.18817,0.293254
96.05,0.0673175,0.0315668,0.15185,0.250734
96.1,0.0639451,0.0236507,0.117466,0.205062
96.15,0.0521251,0.0189218,0.0982839,0.169331
96.2,0.0364436,0.0187668,0.0943163,0.149527
96.25,0.0229504,0.0260647,0.0968356,0.145851
96.3,0.0159801,0.0427456,0.099049,0.157775
96.35,0.0160516,0.0674517,0.102192,0.185696
96.4,0.0200301,0.0949808,0.111542,0.226553
96.45,0.0233717,0.118062,0.12754,0.268973
96.5,0.0230525,0.130588,0.142583,0.296223
96.55,0.0194237,0.130534,0.148121,0.298079
96.6,0.015943,0.120883,0.145121,0.281947
96.65,0.017024,0.107917,0.145874,0.270816
96.7,0.025336,0.0977477,0.162983,0.286067
96.75,0.040128,0.0930209,0.195021,0.32817
96.8,0.0574687,0.0917883,0.223593,0.37285
96.85,0.0721478,0.0892986,0.226569,0.388015
96.9,0.0800924,0.0816111,0.19628,0.357984
96.95,0.0800041,0.0686425,0.145838,0.294484
97,0.0735023,0.054514,0.0979603,0.225977
97.05,0.0639485,0.0448758,0.0677215,0.176546
97.1,0.0547575,0.0430805,0.0558528,0.153691
97.15,0.0480746,0.0480207,0.0572291,0.153324
97.2,0.0443033,0.055307,0.0727924,0.172403
97.25,0.0424363,0.0609429,0.110023,0.213402
97.3,0.0408308,0.0646405,0.170512,0.275983
97.35,0.038053,0.0700456,0.238591,0.34669
97.4,0.0335681,0.0814625,0.285466,0.400496
97.45,0.0281552,0.0994733,0.287894,0.415522
97.5,0.0239026,0.118917,0.245199,0.388018
97.55,0.0236232,0.131091,0.179167,0.333881
97.6,0.0296849,0.128875,0.117413,0.275973
97.65,0.042616,0.111219,0.0757441,0.229579
97.7,0.0601999,0.0837984,0.054308,0.198306
97.75,0.0777806,0.0554821,0.0476112,0.180874
97.8,0.0899926,0.0332603,0.0552792,0.178532
97.85,0.0932736,0.0192793,0.081633,0.194186
97.9,0.0878536,0.0117754,0.125488,0.225117
97.95,0.0779353,0.00860932,0.17276,0.259305
98,0.069664,0.0101844,0.202044,0.281892
98.05,0.067781,0.0192487,0.199942,0.286972
98.1,0.072807,0.0377801,0.17221,0.282797
98.15,0.0805023,0.0636172,0.139637,0.283756
98.2,0.0841452,0.089792,0.121635,0.295572
98.25,0.0784883,0.107461,0.122086,0.308036
98.3,0.0631211,0.110574,0.129762,0.303457
98.35,0.0431632,0.0990961,0.131583,0.273843
98.4,0.0267079,0.0786382,0.124939,0.230285
98.45,0.0203905,0.0569235,0.117213,0.194526
98.5,0.0256597,0.0396142,0.114665,0.179939
98.55,0.0380075,0.0282482,0.114139,0.180394
98.6,0.0496787,0.0213113,0.107616,0.178606
98.65,0.0542831,0.0171959,0.0947236,0.166203
98.7,0.050553,0.0165748,0.0881456,0.155273
98.75,0.0429762,0.0223241,0.103406,0.168706
98.8,0.0389234,0.0370193,0.141711,0.217654
98.85,0.04401,0.059856,0.183871,0.287737
98.9,0.058498,0.0853859,0.203534,0.347418
98.95,0.0768864,0.105351,0.188308,0.370545
99,0.0908932,0.112847,0.148644,0.352384
99.05,0.0940022,0.106349,0.106519,0.306869
99.1,0.0848763,0.0909175,0.0765586,0.252352
99.15,0.0677237,0.0754923,0.0591726,0.202389
99.2,0.0495999,0.0676478,0.0509523,0.1682
99.25,0.0364285,0.0690605,0.0577772,0.163266
99.3,0.0301505,0.0747559,0.0928292,0.197736
99.35,0.0285366,0.076878,0.159188,0.264602
99.4,0.0274757,0.0706004,0.235858,0.333934
99.45,0.0240834,0.0580503,0.285334,0.367468
99.5,0.0186429,0.0472186,0.279627,0.345489
99.55,0.0143045,0.0462996,0.221878,0.282482
99.6,0.0149393,0.0573986,0.143388,0.215726
99.65,0.022622,0.0743856,0.0789868,0.175994
99.7,0.036277,0.0869323,0.0438313,0.167041
99.75,0.0521517,0.0881777,0.0317614,0.172091
99.8,0.0656353,0.0804233,0.0328438,0.178902
99.85,0.0732597,0.0742549,0.0489918,0.196506
99.9,0.0738449,0.0811219,0.0903753,0.245342
99.95,0.0684451,0.104399,0.157051,0.329894
100,0.0594699,0.135483,0.227038,0.421991
100.05,0.0496354,0.158185,0.266518,0.474338
100.1,0.0411922,0.158731,0.255348,0.455272
100.15,0.0354896,0.134554,0.204464,0.374507
100.2,0.0327492,0.0957581,0.147924,0.276431
100.25,0.032032,0.0583807,0.115954,0.206366
100.3,0.0315919,0.0343848,0.113221,0.179198
100.35,0.0297697,0.0254735,0.121291,0.176535
100.4,0.0262001,0.0247353,0.120761,0.171696
100.45,0.0226341,0.0242144,0.110204,0.157053
100.5,0.0225839,0.0222392,0.103787,0.14861
100.55,0.0295502,0.0248366,0.112122,0.166508
100.6,0.0445695,0.0402933,0.12824,0.213103
100.65,0.0645781,0.0711994,0.134477,0.270255
100.7,0.0829615,0.110173,0.123055,0.31619
100.75,0.0925143,0.142673,0.107572,0.342759
100.8,0.0894451,0.155079,0.111434,0.355958
100.85,0.0760757,0.14251,0.143761,0.362347
100.9,0.0602896,0.111193,0.187421,0.358904
100.95,0.0515561,0.0741808,0.212221,0.337958
101,0.0555192,0.04372,0.200595,0.299834
101.05,0.070311,0.0254582,0.16064,0.256409
101.1,0.0870462,0.0178528,0.115169,0.220068
101.15,0.0946059,0.0162238,0.0804877,0.191317
101.2,0.0861777,0.0177848,0.0577929,0.161755
101.25,0.0637231,0.023775,0.0439484,0.131447
101.3,0.0375322,0.0373652,0.0455391,0.120436
101.35,0.0208315,0.0593174,0.0764846,0.156634
101.4,0.0223981,0.0850534,0.139398,0.246849
101.45,0.0414704,0.105729,0.211799,0.358998
101.5,0.0680257,0.112958,0.255916,0.4369
101.55,0.0883837,0.104065,0.246431,0.43888
101.6,0.0929379,0.0841569,0.190309,0.367403
101.65,0.0815258,0.0633163,0.119442,0.264284
101.7,0.0633231,0.0505635,0.0639578,0.177844
101.75,0.0513724,0.048593,0.0329718,0.132937
101.8,0.0549859,0.0529275,0.0200758,0.127989
101.85,0.0744331,0.0561233,0.0233434,0.1539
101.9,0.100875,0.0539996,0.0540889,0.208964
101.95,0.121386,0.0492029,0.122148,0.292737
102,0.12599,0.0491913,0.213493,0.388675
102.05,0.112686,0.0598807,0.287664,0.46023
102.1,0.0878133,0.0797695,0.303834,0.471416
102.15,0.0619813,0.0994734,0.253853,0.415308
102.2,0.0442245,0.107798,0.170508,0.322531
102.25,0.0377908,0.100329,0.101458,0.239578
102.3,0.0396578,0.0839753,0.0723646,0.195998
102.35,0.0435204,0.0733012,0.073145,0.189967
102.4,0.0440756,0.0804371,0.0780441,0.202557
102.45,0.0400102,0.105579,0.0766843,0.222273
102.5,0.0342233,0.135355,0.0834006,0.252979
102.55,0.0315983,0.151001,0.116072,0.298671
102.6,0.0359488,0.141008,0.168551,0.345508
102.65,0.0479122,0.10922,0.208364,0.365496
102.7,0.0647049,0.0722945,0.205103,0.342103
102.75,0.0814887,0.0481586,0.161774,0.291422
102.8,0.0933745,0.0438706,0.116023,0.253268
102.85,0.0970949,0.0518904,0.10748,0.256465
102.9,0.0918519,0.0575098,0.141955,0.291317
102.95,0.0793362,0.051699,0.187302,0.318337
103,0.0631074,0.0393646,0.204466,0.306938
103.05,0.0474943,0.0363616,0.182435,0.266291
103.1,0.0361865,0.0571357,0.143138,0.23646
103.15,0.0308973,0.102156,0.114406,0.247459
103.2,0.0307191,0.154749,0.101882,0.28735
103.25,0.032729,0.190167,0.0898605,0.312757
103.3,0.0338224,0.190768,0.0679328,0.292524
103.35,0.0329085,0.156735,0.0511988,0.240842
103.4,0.0320738,0.105078,0.0686508,0.205803
103.45,0.0356543,0.05813,0.130042,0.223826
103.5,0.0473699,0.0300245,0.207186,0.284581
103.55,0.0670903,0.0205138,0.252424,0.340028
103.6,0.089432,0.0195418,0.238132,0.347105
103.65,0.105598,0.01799,0.178404,0.301992
103.7,0.107937,0.0158644,0.112237,0.236039
103.75,0.0947424,0.0217487,0.0675738,0.184065
103.8,0.072227,0.0443618,0.0441388,0.160728
103.85,0.0519316,0.083123,0.0302825,0.165337
103.9,0.044559,0.125316,0.0302248,0.2001
103.95,0.0536359,0.152445,0.0664818,0.272563
104,0.0729319,0.151533,0.151234,0.375698
104.05,0.0896153,0.123454,0.25819,0.47126
104.1,0.0917156,0.082469,0.330364,0.504549
104.15,0.0756382,0.0472899,0.322785,0.445713
104.2,0.0491003,0.0299038,0.240641,0.319645
104.25,0.0273522,0.0297296,0.134934,0.192016
104.3,0.0245436,0.0367765,0.0592942,0.120614
104.35,0.0451897,0.0410193,0.0301628,0.116372
104.4,0.0808953,0.0408248,0.0274892,0.149209
104.45,0.114551,0.0440577,0.0299465,0.188555
104.5,0.129801,0.0609332,0.0433369,0.234071
104.55,0.120347,0.0939659,0.0905994,0.304912
104.6,0.0936214,0.132913,0.175517,0.402052
104.65,0.0665946,0.159366,0.262502,0.488462
104.7,0.0560905,0.158633,0.298854,0.513577
104.75,0.0692144,0.130742,0.260495,0.460452
104.8,0.0993997,0.0922096,0.175608,0.367217
104.85,0.130257,0.0662781,0.101494,0.298029
104.9,0.144863,0.0677015,0.0766189,0.289183
104.95,0.135055,0.0926397,0.0938556,0.321551
105,0.105511,0.121256,0.117973,0.34474
105.05,0.0705529,0.131733,0.125294,0.327579
105.1,0.0458854,0.115938,0.123332,0.285156
105.15,0.0401862,0.085277,0.132803,0.258266
105.2,0.0512346,0.0621317,0.155947,0.269313
105.25,0.0683656,0.0629539,0.168926,0.300246
105.3,0.0793453,0.0856251,0.147981,0.312952
105.35,0.0774501,0.1109,0.100335,0.288685
105.4,0.0648038,0.117276,0.0639061,0.245986
105.45,0.0504728,0.0982475,0.0728968,0.221617
105.5,0.0448554,0.0685876,0.123827,0.23727
105.55,0.0537586,0.0542896,0.177725,0.285773
105.6,0.0753532,0.0731436,0.196789,0.345285
105.65,0.101313,0.120387,0.177605,0.399305
105.7,0.121131,0.170428,0.147259,0.438818
105.75,0.127131,0.193748,0.129231,0.450111
105.8,0.117704,0.176714,0.118836,0.413254
105.85,0.0974762,0.129881,0.0964215,0.323779
105.9,0.0747149,0.0791437,0.0624798,0.216338
105.95,0.05742,0.0469974,0.0511205,0.155538
106,0.0499353,0.0382801,0.100004,0.188219
106.05,0.0514756,0.0407072,0.204541,0.296724
106.1,0.0571025,0.038634,0.307138,0.402875
106.15,0.0606719,0.0281983,0.339823,0.428693
106.2,0.0584319,0.0213251,0.282344,0.362101
106.25,0.0515445,0.0353503,0.178298,0.265192
106.3,0.046086,0.0767606,0.0927578,0.215604
106.35,0.0501267,0.132421,0.0549317,0.237479
106.4,0.0689973,0.175882,0.0441953,0.289074
106.45,0.101117,0.184541,0.0304041,0.316062
106.5,0.136955,0.154899,0.0201129,0.311967
106.55,0.162396,0.10452,0.0541035,0.321019
106.6,0.165437,0.0594047,0.156306,0.381148
106.65,0.14293,0.0364651,0.290588,0.469983
106.7,0.10346,0.0341555,0.37729,0.514905
106.75,0.064117,0.0377383,0.358877,0.460733
106.8,0.0422062,0.0342964,0.250471,0.326973
106.85,0.0460669,0.025242,0.124708,0.196017
106.9,0.0702321,0.0262191,0.0473418,0.143793
106.95,0.0981172,0.054176,0.0287905,0.181084
107,0.111268,0.111446,0.0361867,0.2589
107.05,0.100205,0.179347,0.0444529,0.324005
107.1,0.0705707,0.227105,0.0658055,0.363481
107.15,0.0406231,0.230704,0.125886,0.397213
107.2,0.0310491,0.18879,0.217414,0.437253
107.25,0.0527011,0.124349,0.288667,0.465717
107.3,0.0994069,0.0705938,0.285364,0.455365
107.35,0.150339,0.0504016,0.204054,0.404795
107.4,0.18096,0.0631952,0.0998626,0.344018
107.45,0.176483,0.0880417,0.0384826,0.303007
107.5,0.14012,0.100462,0.0407184,0.2813
107.55,0.0913196,0.0908443,0.0747673,0.256931
107.6,0.0549166,0.0712102,0.099946,0.226073
107.65,0.0474471,0.0653602,0.111588,0.224395
107.7,0.0684637,0.0894987,0.138212,0.296174
107.75,0.101721,0.137669,0.19651,0.4359
107.8,0.125283,0.183331,0.257697,0.566311
107.85,0.124442,0.196891,0.267689,0.589022
107.9,0.0998843,0.167052,0.204252,0.471189
107.95,0.0665334,0.110325,0.11033,0.287188
108,0.0441317,0.0610293,0.063025,0.168186
108.05,0.0454027,0.048212,0.103719,0.197333
108.1,0.0688309,0.0758979,0.197922,0.342651
108.15,0.100095,0.121131,0.266687,0.487913
108.2,0.12095,0.151371,0.259777,0.532098
108.25,0.120042,0.148318,0.197993,0.466353
108.3,0.0992664,0.120223,0.143679,0.363168
108.35,0.0721707,0.0934543,0.132937,0.298562
108.4,0.0556802,0.0901487,0.142403,0.288231
108.45,0.0602143,0.109827,0.125124,0.295165
108.5,0.0839168,0.129971,0.0742163,0.288104
108.55,0.11407,0.125511,0.0412374,0.280819
108.6,0.134544,0.0916778,0.0847196,0.310941
108.65,0.134814,0.0511779,0.201963,0.387955
108.7,0.115509,0.0385558,0.319072,0.473137
108.75,0.087637,0.0729389,0.354169,0.514745
108.8,0.0662784,0.140541,0.290353,0.497172
108.85,0.0623983,0.201709,0.184023,0.44813
108.9,0.0772118,0.218483,0.103571,0.399266
108.95,0.101912,0.182191,0.0672998,0.351403
109,0.122662,0.119751,0.0461464,0.288559
109.05,0.128114,0.0733801,0.0206301,0.222124
109.1,0.115574,0.0690037,0.0191547,0.203732
109.15,0.0927297,0.0977338,0.0877176,0.278181
109.2,0.0740673,0.12485,0.223697,0.422614
109.25,0.0736254,0.119302,0.353453,0.54638
109.3,0.0975349,0.0805186,0.388526,0.566579
109.35,0.140001,0.0411143,0.306658,0.487773
109.4,0.184944,0.04264,0.172041,0.399625
109.45,0.212925,0.102562,0.0724515,0.387938
109.5,0.21036,0.197772,0.0403182,0.44845
109.55,0.176594,0.277668,0.0405157,0.494777
109.6,0.125061,0.297613,0.0319189,0.454593
109.65,0.0774283,0.248438,0.0274213,0.353288
109.7,0.0531888,0.160924,0.0806764,0.294789
109.75,0.0598571,0.0829934,0.213149,0.356
109.8,0.0890512,0.0472365,0.366011,0.502298
109.85,0.120979,0.0524225,0.437687,0.611089
109.9,0.135357,0.0710506,0.374715,0.581122
109.95,0.122992,0.075115,0.223366,0.421473
110,0.0914629,0.0593196,0.088351,0.239133
110.05,0.0612626,0.0442006,0.0407396,0.146203
110.1,0.0541147,0.0577567,0.0671137,0.178985
110.15,0.0798716,0.110593,0.104797,0.295262
110.2,0.129655,0.184047,0.11717,0.430873
110.25,0.179652,0.240527,0.126089,0.546268
110.3,0.20389,0.248498,0.171308,0.623696
110.35,0.188885,0.203856,0.248573,0.641315
110.4,0.141609,0.132329,0.29986,0.573798
110.45,0.0858472,0.0716036,0.269725,0.427176
110.5,0.0487929,0.0464437,0.167449,0.262685
110.55,0.0455973,0.0547007,0.0663098,0.166608
110.6,0.0710587,0.0736478,0.0376458,0.182352
110.65,0.103514,0.0809371,0.0868294,0.27128
110.7,0.11871,0.0737253,0.15647,0.348905
110.75,0.105302,0.0710278,0.190743,0.367072
110.8,0.072439,0.0971134,0.190203,0.359755
110.85,0.0445529,0.158496,0.198459,0.401508
110.9,0.0462103,0.232823,0.238519,0.517552
110.95,0.086107,0.279929,0.274368,0.640404
111,0.150069,0.268883,0.247079,0.666032
111.05,0.207724,0.201824,0.149905,0.559452
111.1,0.22932,0.116131,0.0561994,0.401651
111.15,0.202977,0.0613291,0.0585313,0.322837
111.2,0.142116,0.0659008,0.174516,0.382533
111.25,0.0785068,0.117864,0.319121,0.515492
111.3,0.0447289,0.174051,0.379755,0.598535
111.35,0.05612,0.192207,0.321584,0.56991
111.4,0.10257,0.162488,0.214339,0.479397
111.45,0.15481,0.114431,0.152895,0.422137
111.5,0.181454,0.0934208,0.158193,0.433068
111.55,0.166912,0.12412,0.16679,0.457822
111.6,0.120006,0.189166,0.118857,0.428029
111.65,0.0685886,0.240555,0.0427069,0.351851
111.7,0.0435346,0.23605,0.0350901,0.314675
111.75,0.061353,0.172885,0.153184,0.387421
111.8,0.115137,0.0921154,0.337333,0.544586
111.85,0.178592,0.0491913,0.455068,0.682851
111.9,0.220469,0.0727515,0.424796,0.718016
