alpha_deg,red_650nm,green_550nm,blue_450nm,white_sum
28.5,0.13629,0.115795,0.0781379,0.330222
28.55,0.17746,0.0422284,0.134531,0.354219
28.6,0.228062,0.0124647,0.280597,0.521124
28.65,0.280562,0.0302901,0.466731,0.777583
28.7,0.326199,0.0875514,0.627869,1.04162
28.75,0.358216,0.169422,0.712586,1.24022
28.8,0.373564,0.261695,0.701027,1.33629
28.85,0.372451,0.354569,0.603998,1.33102
28.9,0.356569,0.440587,0.453211,1.25037
28.95,0.327579,0.509841,0.293867,1.13129
29,0.286989,0.548327,0.177546,1.01286
29.05,0.237286,0.542749,0.146857,0.926892
29.1,0.183151,0.489169,0.214629,0.886949
29.15,0.131405,0.398704,0.354416,0.884525
29.2,0.0893363,0.29496,0.514519,0.898816
29.25,0.0623191,0.203982,0.64614,0.912441
29.3,0.0523264,0.143176,0.722658,0.91816
29.35,0.0584011,0.116248,0.738261,0.91291
29.4,0.0787524,0.116341,0.69692,0.892013
29.45,0.11285,0.133434,0.609435,0.855719
29.5,0.161699,0.159908,0.49971,0.821317
29.55,0.225665,0.191155,0.404369,0.821189
29.6,0.301033,0.223197,0.355515,0.879744
29.65,0.377738,0.251562,0.358715,0.988014
29.7,0.440395,0.273341,0.388651,1.10239
29.75,0.472929,0.290083,0.40887,1.17188
29.8,0.464854,0.307486,0.397772,1.17011
29.85,0.415983,0.330611,0.358783,1.10538
29.9,0.336952,0.358105,0.311751,1.00681
29.95,0.245169,0.380829,0.280428,0.906426
30,0.158279,0.387135,0.287049,0.832463
30.05,0.0885041,0.371199,0.348881,0.808584
30.1,0.040509,0.337671,0.467699,0.845879
30.15,0.0132454,0.298568,0.617552,0.929366
30.2,0.00391842,0.264852,0.74778,1.01655
30.25,0.0112598,0.239833,0.807413,1.05851
30.3,0.0361408,0.22002,0.773918,1.03008
30.35,0.0795649,0.202468,0.662187,0.944219
30.4,0.13985,0.191656,0.509287,0.840793
30.45,0.211196,0.199014,0.354098,0.764308
30.5,0.284682,0.234419,0.23051,0.749611
30.55,0.350971,0.296214,0.170415,0.8176
30.6,0.402838,0.368074,0.198424,0.969336
30.65,0.435988,0.425842,0.313221,1.17505
30.7,0.44805,0.449605,0.474196,1.37185
30.75,0.437133,0.432453,0.614336,1.48392
30.8,0.401716,0.380566,0.675259,1.45754
30.85,0.342525,0.30657,0.636646,1.28574
30.9,0.265285,0.22284,0.518242,1.00637
30.95,0.182041,0.139969,0.360735,0.682746
31,0.109196,0.0696333,0.208557,0.387387
31.05,0.0623509,0.0265338,0.105388,0.194273
31.1,0.0502751,0.0251514,0.0911942,0.166621
31.15,0.0713022,0.0725466,0.187791,0.33164
31.2,0.114407,0.162976,0.379899,0.657281
31.25,0.164606,0.27919,0.612567,1.05636
31.3,0.209764,0.399653,0.813397,1.42281
31.35,0.245026,0.505884,0.923386,1.6743
31.4,0.272523,0.584522,0.91391,1.77096
31.45,0.296903,0.624334,0.786104,1.70734
31.5,0.319815,0.613829,0.567263,1.50091
31.55,0.337036,0.544933,0.313013,1.19498
31.6,0.340172,0.421971,0.103471,0.865614
31.65,0.321873,0.268474,0.0175771,0.607924
31.7,0.281187,0.123743,0.0926469,0.497577
31.75,0.225568,0.0280669,0.299756,0.553391
31.8,0.168133,0.00469709,0.558269,0.731099
31.85,0.121767,0.0502707,0.778896,0.950933
31.9,0.0935964,0.139818,0.901055,1.13447
31.95,0.0830152,0.242044,0.902463,1.22752
32,0.0841425,0.333672,0.790026,1.20784
32.05,0.0907853,0.403783,0.593769,1.08834
32.1,0.100578,0.448168,0.36801,0.916756
32.15,0.115753,0.461757,0.183443,0.760952
32.2,0.140401,0.437541,0.0997551,0.677697
32.25,0.176422,0.37321,0.134306,0.683938
32.3,0.221091,0.27884,0.254272,0.754203
32.35,0.267869,0.177474,0.399989,0.845332
32.4,0.309686,0.096527,0.518062,0.924275
32.45,0.342209,0.0559085,0.578041,0.976158
32.5,0.36472,0.0614081,0.569468,0.995597
32.55,0.378107,0.106987,0.496654,0.981748
32.6,0.381751,0.181932,0.382169,0.945852
32.65,0.372114,0.275482,0.26898,0.916577
32.7,0.344722,0.375418,0.206357,0.926496
32.75,0.298688,0.46429,0.224243,0.987221
32.8,0.240728,0.520228,0.318672,1.07963
32.85,0.185334,0.525224,0.461434,1.17199
32.9,0.14989,0.475972,0.620552,1.24641
32.95,0.146768,0.3883,0.767964,1.30303
33,0.176741,0.29025,0.871191,1.33818
33.05,0.227766,0.208055,0.89056,1.32638
33.1,0.28029,0.155322,0.799332,1.23494
33.15,0.31642,0.133117,0.613201,1.06274
33.2,0.327928,0.139091,0.396243,0.863263
33.25,0.318656,0.17577,0.229212,0.723638
33.3,0.300192,0.248983,0.164046,0.713221
33.35,0.283686,0.356788,0.202329,0.842803
33.4,0.272874,0.479045,0.309696,1.06162
33.45,0.262481,0.579013,0.443565,1.28506
33.5,0.242714,0.619292,0.566915,1.42892
33.55,0.206756,0.582341,0.64675,1.43585
33.6,0.156413,0.48096,0.656514,1.29389
33.65,0.102405,0.350975,0.591427,1.04481
33.7,0.059253,0.231423,0.480641,0.771317
33.75,0.0381232,0.146294,0.375638,0.560055
33.8,0.0420572,0.09933,0.318629,0.460016
33.85,0.0662597,0.0823122,0.318347,0.466919
33.9,0.102676,0.0871566,0.353739,0.543572
33.95,0.145366,0.111205,0.396827,0.653398
34,0.192883,0.153151,0.429472,0.775507
34.05,0.246218,0.206161,0.442694,0.895073
34.1,0.304085,0.256748,0.430847,0.991681
34.15,0.35935,0.291554,0.395311,1.04621
34.2,0.399698,0.305901,0.352769,1.05837
34.25,0.412746,0.305862,0.330931,1.04954
34.3,0.392644,0.30161,0.348711,1.04296
34.35,0.344001,0.298201,0.400833,1.04304
34.4,0.280485,0.292644,0.466189,1.03932
34.45,0.218846,0.280181,0.531952,1.03098
34.5,0.171994,0.263692,0.604414,1.0401
34.55,0.145297,0.256412,0.691395,1.0931
34.6,0.137959,0.273806,0.776019,1.18778
34.65,0.147829,0.32054,0.81552,1.28389
34.7,0.175571,0.383937,0.772524,1.33203
34.75,0.224655,0.440574,0.649093,1.31432
34.8,0.296678,0.471483,0.489052,1.25721
34.85,0.385213,0.473663,0.347641,1.20652
34.9,0.47305,0.458389,0.260136,1.19157
34.95,0.536052,0.438227,0.23628,1.21056
35,0.552731,0.414766,0.274068,1.24157
35.05,0.514683,0.378691,0.366645,1.26002
35.1,0.431798,0.32281,0.492346,1.24695
35.15,0.328738,0.256452,0.606768,1.19196
35.2,0.234139,0.207025,0.658599,1.09976
35.25,0.16827,0.204614,0.622746,0.99563
35.3,0.135841,0.259974,0.519909,0.915723
35.35,0.127607,0.353021,0.401924,0.882553
35.4,0.129164,0.441821,0.316182,0.887167
35.45,0.131139,0.486492,0.281079,0.89871
35.5,0.134467,0.471183,0.288487,0.894137
35.55,0.147791,0.409178,0.320405,0.877373
35.6,0.179153,0.329552,0.35912,0.867825
35.65,0.227772,0.257337,0.387571,0.87268
35.7,0.281488,0.202207,0.392073,0.875769
35.75,0.321718,0.161677,0.372313,0.855709
35.8,0.332875,0.132249,0.34628,0.811404
35.85,0.310373,0.116631,0.33802,0.765024
35.9,0.262372,0.120807,0.35709,0.74027
35.95,0.204482,0.145318,0.392991,0.742791
36,0.15117,0.180636,0.433056,0.764862
36.05,0.109492,0.21221,0.483049,0.804751
36.1,0.0789206,0.231096,0.562713,0.87273
36.15,0.0566939,0.240299,0.676493,0.973486
36.2,0.044306,0.250623,0.791438,1.08637
36.25,0.0499491,0.269568,0.850984,1.1705
36.3,0.0845912,0.293489,0.815532,1.19361
36.35,0.153902,0.310571,0.691315,1.15579
36.4,0.251415,0.312291,0.522195,1.0859
36.45,0.357906,0.302952,0.359234,1.02009
36.5,0.448182,0.298161,0.242392,0.988734
36.55,0.501719,0.312857,0.205702,1.02028
36.6,0.511043,0.349096,0.282176,1.14231
36.65,0.483125,0.394371,0.48355,1.36105
36.7,0.433446,0.432004,0.766754,1.6322
36.75,0.376995,0.454227,1.02853,1.85975
36.8,0.32214,0.465919,1.15154,1.9396
36.85,0.271032,0.47547,1.07427,1.82078
36.9,0.225411,0.481545,0.828226,1.53518
36.95,0.192709,0.469427,0.513393,1.17553
37,0.186925,0.422977,0.237465,0.847367
37.05,0.222268,0.343951,0.0695279,0.635747
37.1,0.302896,0.26182,0.0327924,0.597509
37.15,0.415461,0.222681,0.118627,0.756769
37.2,0.530308,0.261891,0.293551,1.08575
37.25,0.612248,0.37893,0.496953,1.48813
37.3,0.635852,0.533139,0.650917,1.81991
37.35,0.596986,0.664408,0.692749,1.95414
37.4,0.514049,0.724945,0.609778,1.84877
37.45,0.418183,0.700864,0.445312,1.56436
37.5,0.338033,0.611015,0.269732,1.21878
37.55,0.287653,0.487973,0.142843,0.918469
37.6,0.263933,0.358107,0.0960958,0.718136
37.65,0.253927,0.235281,0.136477,0.625685
37.7,0.24649,0.128981,0.252403,0.627873
37.75,0.240346,0.0547885,0.410561,0.705696
37.8,0.243545,0.0340257,0.555551,0.833122
37.85,0.265185,0.0803593,0.628035,0.973579
37.9,0.305504,0.184276,0.595214,1.08499
37.95,0.351535,0.30994,0.468717,1.13019
38,0.381817,0.409835,0.295694,1.08735
38.05,0.377648,0.448432,0.136463,0.962544
38.1,0.333944,0.418772,0.0509145,0.80363
38.15,0.262826,0.34129,0.0942572,0.698373
38.2,0.187547,0.247696,0.301446,0.736688
38.25,0.130407,0.163053,0.652603,0.946062
38.3,0.101963,0.0983871,1.04844,1.24879
38.35,0.0978768,0.055852,1.33658,1.49031
38.4,0.104737,0.0380311,1.39023,1.533
38.45,0.110545,0.0511213,1.18548,1.34715
38.5,0.112807,0.0991495,0.814933,1.02689
38.55,0.119075,0.175667,0.429362,0.724105
38.6,0.139966,0.261951,0.161129,0.563045
38.65,0.179694,0.334613,0.0865154,0.600823
38.7,0.230741,0.376742,0.230516,0.837999
38.75,0.276417,0.383579,0.573,1.233
38.8,0.299794,0.35918,1.03327,1.69225
38.85,0.293244,0.3093,1.46406,2.06661
38.9,0.262463,0.239238,1.7004,2.2021
38.95,0.222571,0.159925,1.65356,2.03606
39,0.189084,0.0957813,1.37517,1.66003
39.05,0.169845,0.0833008,1.02398,1.27712
39.1,0.163154,0.155319,0.754798,1.07327
39.15,0.162896,0.318508,0.625011,1.10642
39.2,0.166571,0.540169,0.5962,1.30294
39.25,0.17998,0.756545,0.611619,1.54814
39.3,0.214565,0.90043,0.659657,1.77465
39.35,0.27856,0.931678,0.762872,1.97311
39.4,0.367734,0.851889,0.922605,2.14223
39.45,0.462507,0.696221,1.09504,2.25377
39.5,0.534605,0.51172,1.227,2.27332
39.55,0.56046,0.339501,1.30154,2.2015
39.6,0.533958,0.211357,1.33199,2.07731
39.65,0.470974,0.156299,1.3119,1.93917
39.7,0.402618,0.202667,1.19154,1.79683
39.75,0.360665,0.366031,0.927588,1.65428
39.8,0.363118,0.628503,0.562707,1.55433
39.85,0.40766,0.927886,0.242706,1.57825
39.9,0.475899,1.17258,0.132725,1.78121
39.95,0.544966,1.28052,0.298088,2.12358
40,0.599018,1.22053,0.655804,2.47535
40.05,0.634007,1.02913,1.03557,2.69871
40.1,0.653909,0.790362,1.28768,2.73195
40.15,0.662359,0.590945,1.3458,2.5991
40.2,0.656515,0.479688,1.21617,2.35237
40.25,0.628174,0.455372,0.940724,2.02427
40.3,0.571885,0.485857,0.586294,1.64404
40.35,0.494567,0.539156,0.253411,1.28713
40.4,0.419343,0.601769,0.0582227,1.07933
40.45,0.379323,0.673615,0.0717315,1.12467
40.5,0.403143,0.749979,0.263661,1.41678
40.55,0.499481,0.811222,0.512719,1.82342
40.6,0.649161,0.832377,0.686631,2.16817
40.65,0.80985,0.805223,0.726069,2.34114
40.7,0.931753,0.752104,0.662761,2.34662
40.75,0.976908,0.715707,0.56722,2.25984
40.8,0.932965,0.728731,0.484994,2.14669
40.85,0.815525,0.785599,0.418313,2.01944
40.9,0.659194,0.839573,0.353722,1.85249
40.95,0.503,0.83066,0.291894,1.62555
41,0.377705,0.726382,0.246939,1.35103
41.05,0.300135,0.54689,0.226001,1.07303
41.1,0.274888,0.356657,0.22128,0.852825
41.15,0.299553,0.228709,0.225036,0.753297
41.2,0.368534,0.205986,0.245606,0.820127
41.25,0.472794,0.284351,0.300107,1.05725
41.3,0.596726,0.424178,0.388688,1.40959
41.35,0.716125,0.577124,0.479579,1.77283
41.4,0.801047,0.706968,0.524841,2.03286
41.45,0.824289,0.792915,0.494764,2.11197
41.5,0.772318,0.820676,0.399879,1.99287
41.55,0.653077,0.776381,0.282376,1.71183
41.6,0.495925,0.65318,0.187498,1.3366
41.65,0.342637,0.46594,0.140212,0.948788
41.7,0.232848,0.258904,0.141898,0.63365
41.75,0.190212,0.0943615,0.181163,0.465737
41.8,0.21521,0.0249117,0.243645,0.483767
41.85,0.287312,0.0660079,0.313452,0.666772
41.9,0.374776,0.187338,0.371295,0.93341
41.95,0.447176,0.329374,0.397784,1.17433
42,0.48513,0.434439,0.382862,1.30243
42.05,0.483878,0.472685,0.333565,1.29013
42.1,0.450696,0.448601,0.271673,1.17097
42.15,0.398944,0.388141,0.221154,1.00824
42.2,0.342329,0.318916,0.194583,0.855828
42.25,0.291778,0.257489,0.189146,0.738413
42.3,0.255048,0.209202,0.194532,0.658782
42.35,0.237471,0.175274,0.204403,0.617148
42.4,0.241941,0.157857,0.220426,0.620224
42.45,0.267428,0.158297,0.245999,0.671724
42.5,0.307023,0.171869,0.277694,0.756586
42.55,0.347533,0.186146,0.304544,0.838222
42.6,0.372184,0.186837,0.316157,0.875178
42.65,0.366273,0.167696,0.310557,0.844526
42.7,0.323595,0.136616,0.293326,0.753537
42.75,0.250498,0.112232,0.270417,0.633148
42.8,0.165118,0.112501,0.244639,0.522258
42.85,0.0915057,0.142896,0.220532,0.454933
42.9,0.0509181,0.192226,0.210056,0.453201
42.95,0.0540033,0.238641,0.228118,0.520762
43,0.0972915,0.261428,0.278289,0.637009
43.05,0.165325,0.251027,0.342823,0.759175
43.1,0.237106,0.211856,0.389911,0.838873
43.15,0.293679,0.157942,0.394512,0.846133
43.2,0.323516,0.105472,0.35483,0.783817
43.25,0.323932,0.0669382,0.290707,0.681577
43.3,0.298984,0.0489161,0.228097,0.575997
43.35,0.255951,0.0525526,0.185301,0.493805
43.4,0.202673,0.0747552,0.170316,0.447744
43.45,0.146786,0.10902,0.184256,0.440062
43.5,0.0962401,0.14631,0.221614,0.464164
43.55,0.0594673,0.176844,0.267484,0.503796
43.6,0.0439271,0.192807,0.300516,0.537251
43.65,0.0531809,0.190895,0.305072,0.549149
43.7,0.0841316,0.173313,0.282995,0.54044
43.75,0.126528,0.146632,0.252054,0.525214
43.8,0.165834,0.119079,0.230891,0.515805
43.85,0.188632,0.0975564,0.224986,0.511174
43.9,0.188056,0.0855708,0.227115,0.500741
43.95,0.166458,0.0827091,0.229651,0.478818
44,0.133833,0.085623,0.233702,0.453158
44.05,0.102822,0.090019,0.245455,0.438296
44.1,0.0829502,0.0928109,0.265914,0.441676
44.15,0.0770754,0.0934714,0.287145,0.457691
44.2,0.0816436,0.0938995,0.298961,0.474504
44.25,0.0900927,0.0968692,0.297356,0.484317
44.3,0.0970406,0.104004,0.2854,0.486445
44.35,0.100713,0.114581,0.268131,0.483425
44.4,0.102463,0.125929,0.249892,0.478284
44.45,0.104231,0.13502,0.236991,0.476243
44.5,0.106095,0.140005,0.23889,0.48499
44.55,0.105804,0.140592,0.26169,0.508086
44.6,0.100676,0.13726,0.298736,0.536671
44.65,0.0904045,0.13035,0.330167,0.550921
44.7,0.0786017,0.120151,0.335554,0.534307
44.75,0.0716165,0.108022,0.3093,0.488938
44.8,0.0750426,0.0973767,0.264326,0.436745
44.85,0.0899828,0.0931259,0.221289,0.404398
44.9,0.111511,0.0992975,0.194629,0.405438
44.95,0.130545,0.116207,0.187592,0.434344
45,0.138246,0.13925,0.196646,0.474142
45.05,0.130497,0.160476,0.216488,0.507462
45.1,0.109875,0.172193,0.240242,0.522311
45.15,0.0840603,0.17042,0.258692,0.513172
45.2,0.0617506,0.156183,0.264124,0.482057
45.25,0.0485369,0.134266,0.25661,0.439412
45.3,0.0450675,0.110674,0.24474,0.400481
45.35,0.0482299,0.0905735,0.238082,0.376886
45.4,0.0541589,0.0775319,0.238941,0.370632
45.45,0.0608572,0.0735895,0.242681,0.377128
45.5,0.0687166,0.0791696,0.245939,0.393826
45.55,0.0788511,0.0925106,0.252339,0.4237
45.6,0.0907447,0.109344,0.268201,0.468289
45.65,0.101194,0.12383,0.293001,0.518025
45.7,0.105562,0.13088,0.316023,0.552466
45.75,0.100666,0.128667,0.323751,0.553084
45.8,0.0873215,0.11959,0.310492,0.517404
45.85,0.070675,0.108831,0.281867,0.461372
45.9,0.057816,0.101299,0.249528,0.408642
45.95,0.0539884,0.0989746,0.224248,0.377211
46,0.0597059,0.100368,0.213324,0.373398
46.05,0.0705869,0.102288,0.220526,0.3934
46.1,0.08003,0.102516,0.244087,0.426633
46.15,0.0830691,0.101474,0.273787,0.45833
46.2,0.0790317,0.101847,0.293312,0.474191
46.25,0.0714366,0.106627,0.289971,0.468035
46.3,0.0653617,0.117,0.264429,0.44679
46.35,0.0641043,0.131388,0.23064,0.426132
46.4,0.0673054,0.146008,0.205172,0.418486
46.45,0.0716366,0.156384,0.195908,0.423929
46.5,0.0733946,0.158943,0.20015,0.432488
46.55,0.0711107,0.152115,0.211562,0.434788
46.6,0.0663775,0.136835,0.226669,0.429882
46.65,0.0624163,0.116511,0.244473,0.423401
46.7,0.0615226,0.0964337,0.262251,0.420208
46.75,0.0633097,0.0825077,0.274678,0.420495
46.8,0.0650769,0.0793839,0.277814,0.422275
46.85,0.0640834,0.0885306,0.272565,0.425178
46.9,0.0600809,0.107147,0.263147,0.430376
46.95,0.0561786,0.128703,0.253123,0.438005
47,0.0572037,0.145202,0.244586,0.446992
47.05,0.0664691,0.150369,0.241037,0.457875
47.1,0.08307,0.142303,0.24828,0.473654
47.15,0.101639,0.124265,0.269426,0.49533
47.2,0.114961,0.103102,0.298349,0.516412
47.25,0.117961,0.0860772,0.320018,0.524056
47.3,0.110617,0.0777121,0.319943,0.508272
47.35,0.0979187,0.0783027,0.294954,0.471175
47.4,0.0868571,0.0847522,0.255484,0.427093
47.45,0.0822997,0.0930015,0.217872,0.393174
47.5,0.0843223,0.100413,0.194409,0.379145
47.55,0.0886209,0.106649,0.189058,0.384328
47.6,0.0896387,0.112731,0.19931,0.40168
47.65,0.0843107,0.119285,0.21915,0.422746
47.7,0.0739795,0.125423,0.240304,0.439706
47.75,0.063298,0.129076,0.253802,0.446176
47.8,0.0569563,0.12834,0.254057,0.439354
47.85,0.056508,0.122683,0.24284,0.42203
47.9,0.0594649,0.113154,0.228354,0.400973
47.95,0.0612577,0.101783,0.21905,0.38209
48,0.058675,0.09103,0.217944,0.367649
48.05,0.0523551,0.0838289,0.223032,0.359216
48.1,0.0465199,0.0837401,0.232428,0.362688
48.15,0.0460276,0.0941405,0.247464,0.387632
48.2,0.0527217,0.116047,0.269745,0.438514
48.25,0.0636504,0.145741,0.295763,0.505154
48.3,0.072584,0.174389,0.315995,0.562968
48.35,0.0740628,0.191043,0.320487,0.585593
48.4,0.0674064,0.18802,0.305851,0.561277
48.45,0.0579503,0.165435,0.277412,0.500797
48.5,0.0544155,0.131658,0.245611,0.431685
48.55,0.0637866,0.0989949,0.220817,0.383599
48.6,0.0867664,0.0772759,0.210116,0.374158
48.65,0.116684,0.0695455,0.215853,0.402082
48.7,0.142689,0.0724192,0.234388,0.449497
48.75,0.155457,0.0801247,0.255993,0.491575
48.8,0.152032,0.0886624,0.268386,0.50908
48.85,0.13697,0.0969712,0.263578,0.497519
48.9,0.119197,0.104969,0.243201,0.467367
48.95,0.106602,0.111144,0.217421,0.435167
49,0.101728,0.112515,0.197967,0.41221
49.05,0.101114,0.107192,0.191173,0.399479
49.1,0.098464,0.0969382,0.196424,0.391826
49.15,0.0893849,0.0868294,0.209716,0.38593
49.2,0.0745231,0.081774,0.227559,0.383856
49.25,0.0590868,0.0828455,0.247639,0.389571
49.3,0.0491923,0.0870042,0.267086,0.403282
49.35,0.0476063,0.0908934,0.281647,0.420146
49.4,0.0518461,0.0954303,0.287193,0.43447
49.45,0.056002,0.106573,0.282051,0.444626
49.5,0.0550918,0.130579,0.268034,0.453705
49.55,0.0489657,0.167036,0.249858,0.465859
49.6,0.0429638,0.205647,0.233867,0.482477
49.65,0.0446203,0.230376,0.226465,0.501461
49.7,0.0583883,0.228795,0.23178,0.518963
49.75,0.0818399,0.199973,0.24893,0.530743
49.8,0.106057,0.155013,0.270879,0.531949
49.85,0.120348,0.109944,0.286876,0.517168
49.9,0.118615,0.0765464,0.287919,0.48308
49.95,0.103455,0.0578848,0.271876,0.433216
50,0.0852923,0.0509379,0.244682,0.380912
50.05,0.0768154,0.0526111,0.216819,0.346246
50.1,0.085862,0.0629891,0.197652,0.346503
50.15,0.110958,0.0829548,0.191322,0.385235
50.2,0.142141,0.109166,0.196335,0.447642
50.25,0.16654,0.132316,0.208169,0.507025
50.3,0.175336,0.141746,0.222441,0.539522
50.35,0.167976,0.133263,0.236373,0.537612
50.4,0.151305,0.113304,0.248175,0.512784
50.45,0.134468,0.0950204,0.255821,0.485309
50.5,0.123024,0.0887976,0.25704,0.468861
50.55,0.116029,0.0949403,0.250855,0.461823
50.6,0.107792,0.104912,0.239196,0.4519
50.65,0.0929057,0.110285,0.226883,0.430074
50.7,0.0709906,0.111627,0.219791,0.402409
50.75,0.0478725,0.119133,0.222509,0.389515
50.8,0.0322978,0.143713,0.236668,0.412679
50.85,0.030347,0.18567,0.260025,0.476042
50.9,0.0413154,0.230773,0.286157,0.558245
50.95,0.0579492,0.257767,0.305669,0.621385
51,0.0710736,0.251986,0.309917,0.632976
51.05,0.0756827,0.214595,0.296037,0.586314
51.1,0.0744432,0.160617,0.269455,0.504516
51.15,0.0760997,0.108112,0.240881,0.425093
51.2,0.0895394,0.0677595,0.219511,0.37681
51.25,0.117189,0.0408325,0.208154,0.366176
51.3,0.152072,0.025476,0.204298,0.381846
51.35,0.180722,0.0237273,0.20504,0.409489
51.4,0.190524,0.0415732,0.209983,0.442081
51.45,0.177186,0.0815421,0.219225,0.477952
51.5,0.147772,0.135185,0.229829,0.512786
51.55,0.117322,0.18385,0.236038,0.53721
51.6,0.100905,0.209079,0.233629,0.543614
51.65,0.105711,0.204945,0.22352,0.534175
51.7,0.127731,0.18196,0.210677,0.520368
51.75,0.154765,0.158725,0.200353,0.513842
51.8,0.173679,0.147822,0.196561,0.518062
51.85,0.177415,0.147619,0.203634,0.528668
51.9,0.167661,0.146734,0.22628,0.540675
51.95,0.152,0.137014,0.264939,0.553954
52,0.13788,0.123367,0.31057,0.571818
52.05,0.127589,0.121332,0.346494,0.595416
52.1,0.117502,0.143911,0.358469,0.619883
52.15,0.10186,0.188715,0.344301,0.634876
52.2,0.0782379,0.23659,0.313437,0.628264
52.25,0.0507351,0.263418,0.277431,0.591584
52.3,0.0285244,0.255794,0.242049,0.526368
52.35,0.0205477,0.218296,0.208968,0.447812
52.4,0.0298591,0.167451,0.182767,0.380076
52.45,0.051465,0.118734,0.172267,0.342465
52.5,0.075281,0.0781425,0.182838,0.336262
52.55,0.0924469,0.0447544,0.208576,0.345778
52.6,0.100932,0.0200739,0.234579,0.355585
52.65,0.106685,0.0136264,0.247855,0.368166
52.7,0.119388,0.0379298,0.245251,0.402569
52.75,0.145375,0.096356,0.231113,0.472844
52.8,0.182232,0.17497,0.210442,0.567643
52.85,0.218683,0.247051,0.187933,0.653667
52.9,0.240151,0.288396,0.17333,0.701876
52.95,0.236811,0.291884,0.182387,0.711082
53,0.209366,0.269769,0.22645,0.705585
53.05,0.169073,0.242091,0.298934,0.710098
53.1,0.131998,0.221039,0.374415,0.727452
53.15,0.110894,0.204184,0.424217,0.739295
53.2,0.109375,0.18156,0.434284,0.72522
53.25,0.121497,0.149525,0.408628,0.679649
53.3,0.136479,0.118512,0.358406,0.613397
53.35,0.145315,0.107306,0.292264,0.544886
53.4,0.145175,0.128295,0.219021,0.492491
53.45,0.139253,0.176107,0.155433,0.470794
53.5,0.132816,0.22927,0.123667,0.485754
53.55,0.128541,0.263621,0.13626,0.528422
53.6,0.124443,0.266684,0.184077,0.575204
53.65,0.115689,0.242143,0.241798,0.59963
53.7,0.0988141,0.202547,0.28592,0.587282
53.75,0.0752519,0.158257,0.306471,0.53998
53.8,0.0515563,0.112778,0.302989,0.467323
53.85,0.0360238,0.0675747,0.275678,0.379277
53.9,0.0338872,0.0299868,0.227349,0.291223
53.95,0.0442684,0.0147479,0.174286,0.233302
54,0.0609456,0.035692,0.147769,0.244407
54.05,0.0764761,0.0938897,0.175799,0.346165
54.1,0.0869949,0.172808,0.259232,0.519035
54.15,0.0945387,0.245919,0.367234,0.707692
54.2,0.105331,0.29183,0.458363,0.855524
54.25,0.125075,0.30549,0.506485,0.93705
54.3,0.154252,0.297156,0.507384,0.958792
54.35,0.18645,0.28088,0.466105,0.933436
54.4,0.210914,0.262715,0.386687,0.860316
54.45,0.217894,0.238433,0.278644,0.73497
54.5,0.203722,0.201851,0.168791,0.574365
54.55,0.17277,0.155566,0.0965665,0.424902
54.6,0.13531,0.113956,0.0902572,0.339523
54.65,0.102701,0.0952168,0.146533,0.34445
54.7,0.0826241,0.108718,0.234499,0.425842
54.75,0.076783,0.147917,0.31884,0.543541
54.8,0.0817852,0.194317,0.377261,0.653363
54.85,0.0920691,0.228861,0.39872,0.71965
54.9,0.102836,0.241693,0.37505,0.719579
54.95,0.111421,0.23361,0.30519,0.650221
55,0.116874,0.21021,0.209895,0.536979
55.05,0.118733,0.175625,0.134159,0.428517
55.1,0.116276,0.131819,0.123964,0.372059
55.15,0.10886,0.0831739,0.194158,0.386193
55.2,0.0969184,0.0404516,0.31817,0.45554
55.25,0.0825708,0.0185707,0.448951,0.550093
55.3,0.0691037,0.0284466,0.548488,0.646038
55.35,0.0594476,0.0691026,0.598231,0.726781
55.4,0.0546347,0.126794,0.589398,0.770827
55.45,0.0533421,0.182437,0.516031,0.75181
55.5,0.052941,0.221928,0.385339,0.660208
55.55,0.051439,0.241799,0.231463,0.524701
55.6,0.0490503,0.246745,0.108326,0.404122
55.65,0.0483161,0.24232,0.059802,0.350438
55.7,0.0526123,0.229535,0.0934513,0.375598
55.75,0.0639181,0.205736,0.182227,0.451881
55.8,0.0811928,0.170196,0.288482,0.539871
55.85,0.10034,0.128794,0.383014,0.612148
55.9,0.115784,0.0931931,0.444213,0.65319
55.95,0.122776,0.0748971,0.451016,0.648689
56,0.119227,0.0788169,0.390553,0.588597
56.05,0.106281,0.101091,0.277827,0.485199
56.1,0.0876001,0.13211,0.161741,0.381451
56.15,0.0679688,0.161693,0.101112,0.330774
56.2,0.051939,0.182508,0.127302,0.361749
56.25,0.042906,0.190394,0.227089,0.46039
56.3,0.042584,0.183331,0.359135,0.585051
56.35,0.0506888,0.161487,0.483339,0.695515
56.4,0.0648103,0.128694,0.574144,0.767648
56.45,0.0807325,0.0932447,0.613611,0.787589
56.5,0.0934814,0.0657935,0.585302,0.744577
56.55,0.0990176,0.0546488,0.484788,0.638455
56.6,0.095946,0.0614752,0.335846,0.493267
56.65,0.0863182,0.0806958,0.188575,0.355589
56.7,0.0748793,0.103189,0.0939837,0.272052
56.75,0.0669118,0.121531,0.0762463,0.264689
56.8,0.065686,0.132992,0.126293,0.32497
56.85,0.0708836,0.138577,0.216599,0.42606
56.9,0.0789075,0.139794,0.31701,0.535712
56.95,0.0849455,0.1364,0.398185,0.619531
57,0.0856376,0.127028,0.430835,0.6435
57.05,0.0808344,0.111692,0.395316,0.587842
